Driver,LapNumber,LapTime,Compound,Stint
NOR,42.0,96.668,HARD,5.0
NOR,43.0,96.687,HARD,5.0
NOR,44.0,97.219,HARD,5.0
NOR,45.0,97.426,HARD,5.0
NOR,46.0,97.656,HARD,5.0
NOR,47.0,100.433,HARD,5.0
NOR,48.0,126.905,SOFT,6.0
NOR,49.0,99.08,SOFT,6.0
NOR,50.0,95.257,SOFT,6.0
NOR,51.0,95.822,SOFT,6.0
NOR,52.0,96.152,SOFT,6.0
NOR,53.0,96.5,SOFT,6.0
NOR,54.0,99.789,SOFT,6.0
NOR,55.0,124.847,SOFT,7.0
HAM,1.0,102.288,SOFT,1.0
HAM,2.0,99.166,SOFT,1.0
HAM,3.0,99.22,SOFT,1.0
HAM,4.0,99.198,SOFT,1.0
HAM,5.0,99.335,SOFT,1.0
HAM,6.0,99.756,SOFT,1.0
HAM,7.0,99.757,SOFT,1.0
HAM,8.0,100.267,SOFT,1.0
HAM,9.0,100.323,SOFT,1.0
HAM,10.0,100.289,SOFT,1.0
HAM,11.0,100.752,SOFT,1.0
HAM,12.0,103.336,SOFT,1.0
HAM,13.0,119.179,HARD,2.0
HAM,14.0,98.308,HARD,2.0
HAM,15.0,98.527,HARD,2.0
HAM,16.0,98.617,HARD,2.0
HAM,17.0,98.704,HARD,2.0
HAM,18.0,98.69,HARD,2.0
HAM,19.0,98.684,HARD,2.0
HAM,20.0,98.478,HARD,2.0
HAM,21.0,98.581,HARD,2.0
HAM,22.0,98.46,HARD,2.0
HAM,23.0,98.384,HARD,2.0
HAM,24.0,98.367,HARD,2.0
HAM,25.0,98.29,HARD,2.0
HAM,26.0,98.339,HARD,2.0
HAM,27.0,98.369,HARD,2.0
HAM,28.0,98.265,HARD,2.0
HAM,29.0,98.38,HARD,2.0
HAM,30.0,101.175,HARD,2.0
HAM,31.0,119.503,HARD,3.0
HAM,32.0,97.563,HARD,3.0
HAM,33.0,97.549,HARD,3.0
HAM,34.0,98.135,HARD,3.0
HAM,35.0,96.831,HARD,3.0
HAM,36.0,96.546,HARD,3.0
HAM,37.0,97.388,HARD,3.0
HAM,38.0,98.304,HARD,3.0
HAM,39.0,97.478,HARD,3.0
HAM,40.0,97.494,HARD,3.0
HAM,41.0,126.491,HARD,3.0
HAM,42.0,97.061,HARD,3.0
HAM,43.0,97.111,HARD,3.0
HAM,44.0,97.048,HARD,3.0
HAM,45.0,97.661,HARD,3.0
HAM,46.0,97.779,HARD,3.0
HAM,47.0,98.517,HARD,3.0
HAM,48.0,97.844,HARD,3.0
HAM,49.0,97.954,HARD,3.0
HAM,50.0,97.77,HARD,3.0
HAM,51.0,98.014,HARD,3.0
HAM,52.0,97.803,HARD,3.0
HAM,53.0,97.988,HARD,3.0
HAM,54.0,98.076,HARD,3.0
HAM,55.0,97.955,HARD,3.0
HAM,56.0,98.111,HARD,3.0
HAM,57.0,98.255,HARD,3.0
SAI,1.0,101.659,SOFT,1.0
SAI,2.0,98.933,SOFT,1.0
SAI,3.0,99.042,SOFT,1.0
SAI,4.0,98.985,SOFT,1.0
SAI,5.0,99.128,SOFT,1.0
SAI,6.0,99.474,SOFT,1.0
SAI,7.0,99.502,SOFT,1.0
SAI,8.0,99.779,SOFT,1.0
SAI,9.0,99.744,SOFT,1.0
SAI,10.0,100.102,SOFT,1.0
SAI,11.0,100.507,SOFT,1.0
SAI,12.0,100.52,SOFT,1.0
SAI,13.0,103.31,SOFT,1.0
SAI,14.0,119.006,HARD,2.0
SAI,15.0,97.985,HARD,2.0
SAI,16.0,98.433,HARD,2.0
SAI,17.0,98.161,HARD,2.0
SAI,18.0,98.287,HARD,2.0
SAI,19.0,98.21,HARD,2.0
SAI,20.0,98.096,HARD,2.0
SAI,21.0,98.24,HARD,2.0
SAI,22.0,98.453,HARD,2.0
SAI,23.0,98.597,HARD,2.0
SAI,24.0,98.314,HARD,2.0
SAI,25.0,98.571,HARD,2.0
SAI,26.0,98.331,HARD,2.0
SAI,27.0,98.423,HARD,2.0
SAI,28.0,98.474,HARD,2.0
SAI,29.0,98.55,HARD,2.0
SAI,30.0,98.601,HARD,2.0
SAI,31.0,101.274,HARD,2.0
SAI,32.0,118.492,HARD,3.0
SAI,33.0,97.548,HARD,3.0
SAI,34.0,97.475,HARD,3.0
SAI,35.0,97.441,HARD,3.0
SAI,36.0,97.706,HARD,3.0
SAI,37.0,97.13,HARD,3.0
SAI,38.0,97.444,HARD,3.0
SAI,39.0,97.403,HARD,3.0
SAI,40.0,97.587,HARD,3.0
SAI,41.0,126.436,HARD,3.0
SAI,42.0,97.375,HARD,3.0
SAI,43.0,97.294,HARD,3.0
SAI,44.0,97.389,HARD,3.0
SAI,45.0,99.561,HARD,3.0
SAI,46.0,97.844,HARD,3.0
SAI,47.0,98.222,HARD,3.0
SAI,48.0,97.897,HARD,3.0
SAI,49.0,97.765,HARD,3.0
SAI,50.0,97.604,HARD,3.0
SAI,51.0,97.672,HARD,3.0
SAI,52.0,97.49,HARD,3.0
SAI,53.0,97.66,HARD,3.0
SAI,54.0,97.694,HARD,3.0
SAI,55.0,97.821,HARD,3.0
SAI,56.0,98.126,HARD,3.0
SAI,57.0,98.021,HARD,3.0
RUS,1.0,102.662,SOFT,1.0
RUS,2.0,99.59,SOFT,1.0
RUS,3.0,99.093,SOFT,1.0
RUS,4.0,99.261,SOFT,1.0
RUS,5.0,99.549,SOFT,1.0
RUS,6.0,99.493,SOFT,1.0
RUS,7.0,100.056,SOFT,1.0
RUS,8.0,100.31,SOFT,1.0
RUS,9.0,100.42,SOFT,1.0
RUS,10.0,100.532,SOFT,1.0
RUS,11.0,101.085,SOFT,1.0
RUS,12.0,101.112,SOFT,1.0
RUS,13.0,104.691,SOFT,1.0
RUS,14.0,121.269,HARD,2.0
RUS,15.0,97.46,HARD,2.0
RUS,16.0,97.833,HARD,2.0
RUS,17.0,98.604,HARD,2.0
RUS,18.0,98.427,HARD,2.0
RUS,19.0,98.512,HARD,2.0
RUS,20.0,98.578,HARD,2.0
RUS,21.0,98.555,HARD,2.0
RUS,22.0,98.438,HARD,2.0
RUS,23.0,98.773,HARD,2.0
RUS,24.0,98.643,HARD,2.0
RUS,25.0,98.487,HARD,2.0
RUS,26.0,98.462,HARD,2.0
RUS,27.0,98.625,HARD,2.0
RUS,28.0,98.448,HARD,2.0
RUS,29.0,98.792,HARD,2.0
RUS,30.0,98.541,HARD,2.0
RUS,31.0,101.035,HARD,2.0
RUS,32.0,118.694,HARD,3.0
RUS,33.0,97.221,HARD,3.0
RUS,34.0,97.311,HARD,3.0
RUS,35.0,97.592,HARD,3.0
RUS,36.0,97.607,HARD,3.0
RUS,37.0,97.822,HARD,3.0
RUS,38.0,97.66,HARD,3.0
RUS,39.0,97.495,HARD,3.0
RUS,40.0,98.085,HARD,3.0
RUS,41.0,126.293,HARD,3.0
RUS,42.0,97.035,HARD,3.0
RUS,43.0,97.48,HARD,3.0
RUS,44.0,97.597,HARD,3.0
RUS,45.0,97.316,HARD,3.0
RUS,46.0,97.571,HARD,3.0
RUS,47.0,97.432,HARD,3.0
RUS,48.0,97.52,HARD,3.0
RUS,49.0,97.718,HARD,3.0
RUS,50.0,97.383,HARD,3.0
RUS,51.0,97.825,HARD,3.0
RUS,52.0,97.589,HARD,3.0
RUS,53.0,97.841,HARD,3.0
RUS,54.0,97.923,HARD,3.0
RUS,55.0,97.86,HARD,3.0
RUS,56.0,97.636,HARD,3.0
RUS,57.0,97.767,HARD,3.0
BOT,1.0,104.154,SOFT,1.0
BOT,2.0,99.956,SOFT,1.0
BOT,3.0,99.397,SOFT,1.0
BOT,4.0,99.823,SOFT,1.0
BOT,5.0,101.033,SOFT,1.0
BOT,6.0,100.265,SOFT,1.0
BOT,7.0,100.564,SOFT,1.0
BOT,8.0,100.387,SOFT,1.0
BOT,9.0,100.275,SOFT,1.0
BOT,10.0,100.676,SOFT,1.0
BOT,11.0,103.269,SOFT,1.0
BOT,12.0,119.45,HARD,2.0
BOT,13.0,98.03,HARD,2.0
BOT,14.0,98.098,HARD,2.0
BOT,15.0,98.851,HARD,2.0
BOT,16.0,98.494,HARD,2.0
BOT,17.0,99.973,HARD,2.0
BOT,18.0,100.24,HARD,2.0
BOT,19.0,99.497,HARD,2.0
BOT,20.0,100.442,HARD,2.0
BOT,21.0,99.355,HARD,2.0
BOT,22.0,99.356,HARD,2.0
BOT,23.0,99.311,HARD,2.0
BOT,24.0,99.427,HARD,2.0
BOT,25.0,99.49,HARD,2.0
BOT,26.0,99.5,HARD,2.0
BOT,27.0,99.287,HARD,2.0
BOT,28.0,99.016,HARD,2.0
BOT,29.0,102.22,HARD,2.0
BOT,30.0,118.886,HARD,3.0
BOT,31.0,97.379,HARD,3.0
BOT,32.0,97.675,HARD,3.0
BOT,33.0,97.775,HARD,3.0
BOT,34.0,97.774,HARD,3.0
BOT,35.0,97.817,HARD,3.0
BOT,36.0,97.827,HARD,3.0
BOT,37.0,97.774,HARD,3.0
BOT,38.0,97.658,HARD,3.0
BOT,39.0,97.784,HARD,3.0
BOT,40.0,110.376,HARD,3.0
BOT,41.0,115.281,HARD,3.0
BOT,42.0,97.736,HARD,3.0
BOT,43.0,97.813,HARD,3.0
BOT,44.0,97.868,HARD,3.0
BOT,45.0,97.688,HARD,3.0
BOT,46.0,97.83,HARD,3.0
BOT,47.0,97.815,HARD,3.0
BOT,48.0,97.5,HARD,3.0
BOT,49.0,97.85,HARD,3.0
BOT,50.0,97.71,HARD,3.0
BOT,51.0,97.816,HARD,3.0
BOT,52.0,97.947,HARD,3.0
BOT,53.0,97.856,HARD,3.0
BOT,54.0,97.738,HARD,3.0
BOT,55.0,97.807,HARD,3.0
BOT,56.0,98.16,HARD,3.0
BOT,57.0,98.407,HARD,3.0
PIA,1.0,108.214,SOFT,1.0
PIA,2.0,100.83,SOFT,1.0
PIA,3.0,100.691,SOFT,1.0
PIA,4.0,100.718,SOFT,1.0
PIA,5.0,100.862,SOFT,1.0
PIA,6.0,101.111,SOFT,1.0
PIA,7.0,101.167,SOFT,1.0
PIA,8.0,101.295,SOFT,1.0
PIA,9.0,101.534,SOFT,1.0
PIA,10.0,101.584,SOFT,1.0
PIA,11.0,101.352,SOFT,1.0
PIA,12.0,101.156,SOFT,1.0
PIA,13.0,122.071,SOFT,1.0
